sample_id,qc_type,TG 52:2 [-16:0],TG 52:3 [-16:1],TG 52:3 [-18:2],TG 52:4 [-16:0],TG 52:4 [-18:1],TG 53:2 [-17:0],TG 54:2 [-18:0],TG 54:3 [-18:1],TG 54:4 [-18:0],TG 54:4 [-18:2],TG 54:5 [-18:1],TG 54:6 [-18:2],TG 56:6 [-20:4],TG 56:8 [-20:4],TG 58:8 [-22:6]
LT_batch3_16,SAMPLE,593.1016784528167,43.50674254921534,294.0441001991736,107.81434494614409,63.86353911441129,8.318445710209433,55.22682109339878,181.5411959171032,5.356234809670022,14.1444105359275,34.232947521711814,11.323758269847856,11.412495780236876,3.3139061847103255,8.751467630626978
LT_batch3_17,SAMPLE,387.99372295896035,23.614029436646817,230.89837536919993,96.97254293671986,48.883893650744795,4.701488036047641,50.954942543960755,129.60102699139398,6.124383657847963,12.077812065656593,30.89944045102594,13.588380277262194,11.771994385241644,4.489506652859769,5.362569421178261
LT_batch3_18,SAMPLE,683.7419118968444,42.335071160293474,395.41486110956106,163.04125344336424,73.30075539799927,11.727855483919749,103.11873127134874,243.8227394111745,10.306553222597563,19.36622292715985,49.59857709875194,20.182736860380704,13.915950864743115,5.256400785578604,10.3655700577127
LT_batch3_19,SAMPLE,578.1692126720687,29.836574902151995,374.03545703417444,163.257964797706,73.6095157135142,7.792367941822163,49.33232177102953,167.90716785736265,8.861791631282161,15.977757876813543,43.62416491077607,23.455194173816558,9.744101705836844,3.898417161729317,7.378095880253282
LT_batch3_20,SAMPLE,455.07462548172066,34.81732326737499,339.2171485746793,115.8244891081042,67.10851619815114,8.35442778655211,58.84433113811969,206.50343679558233,9.7547829093688,18.769705719424138,45.507598534654925,22.089408214537414,11.90736840494685,3.34581556268736,16.29855971290631
LT_batch3_21,SAMPLE,1042.0630196651498,36.32159442067014,834.2127557109396,373.2948178451965,105.56528465140626,11.585163447885826,139.6378666813655,477.9500732767602,23.604468463579632,46.78418379880959,123.52257828032421,99.706233243238,20.440539765140038,8.76973300673642,6.707801110421564
LT_batch3_22,SAMPLE,1064.853064626129,51.84540213018911,824.0951272891149,347.2628621299977,153.03783352502697,11.239441804095028,127.97185029779526,458.097982187971,26.90396219397902,51.66567145196648,167.13336661216755,113.0657877897299,23.701088604382928,14.62781695003268,6.0556267681178495
LT_batch3_23,SAMPLE,454.1894991242165,24.675038373895603,300.4333239152037,116.46194734149948,51.69805737330081,6.356615210945059,38.809850933339675,142.94568962678824,6.430081815554531,13.845325001317521,33.84162643502322,17.12113394098391,10.096857489135239,2.5505529476359823,4.817113739480661
LT_batch3_24,SAMPLE,252.20200736681,10.99398695195197,281.38384667281593,134.08779924318463,38.919740026962636,7.548282024449455,39.839545380057,116.77523739605125,10.896761788704618,19.402826034601222,51.00744576760422,41.75585497293381,11.113172276206903,5.082872624204611,3.82637312569913
LT_batch3_25,SAMPLE,794.8891457179807,50.31766904957877,614.9059349935493,271.07206333716846,117.51645652892252,11.553616075980248,112.24526074799796,358.9457271007517,23.923694463094122,41.035340460147864,100.87722642924724,62.96716611454154,10.493105048579782,3.517809145221574,8.836787550565024
LT_batch3_26,SAMPLE,538.5283990188311,25.659036723023743,380.95245484360953,157.4539970352297,69.19973142138545,6.054448715146984,44.62370110055657,156.17408816329083,8.710114702779281,16.04073027235099,41.93305961318661,24.36203202681949,8.514727474066788,2.64140457202119,7.747425663374943
